graph_assertion_id_a,graph_assertion_id_b,setup_a,setup_b,first_seen_version
e5_phi35::TRAM2::RAG::tram2_14__s4::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_14__s4::T1562.001,e5_phi35,gteqwen_mistral,v5.0
e5_mistral::TRAM2::RAG::tram2_14__s44::T1059.003,e5_phi35::TRAM2::RAG::tram2_14__s44::T1059.003,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_14__s44::T1548.002,gteqwen_mistral::TRAM2::RAG::tram2_14__s44::T1548.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s6::T1219,gteqwen_llama::TRAM2::RAG::tram2_14__s6::T1219,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_14__s62::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s62::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s65::T1573.001,gteqwen_llama::TRAM2::RAG::tram2_14__s65::T1573.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_14__s65::T1573.001,gteqwen_mistral::TRAM2::RAG::tram2_14__s65::T1573.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_14__s65::T1573.001,gteqwen_mistral::TRAM2::RAG::tram2_14__s65::T1573.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s67::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s67::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s75::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s75::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s78::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s78::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s82::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s82::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s84::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s84::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s87::T1027,gteqwen_mistral::TRAM2::RAG::tram2_14__s87::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s9::T1219,gteqwen_llama::TRAM2::RAG::tram2_14__s9::T1219,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_14__s9::T1219,gteqwen_mistral::TRAM2::RAG::tram2_14__s9::T1219,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_14__s9::T1219,gteqwen_mistral::TRAM2::RAG::tram2_14__s9::T1219,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s90::T1005,gteqwen_mistral::TRAM2::RAG::tram2_14__s90::T1005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s90::T1057,gteqwen_mistral::TRAM2::RAG::tram2_14__s90::T1057,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s93::T1016,gteqwen_mistral::TRAM2::RAG::tram2_14__s93::T1016,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_14__s97::T1547.001,gteqwen_mistral::TRAM2::RAG::tram2_14__s97::T1547.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s102::T1027,gteqwen_mistral::TRAM2::RAG::tram2_15__s102::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s104::T1083,gteqwen_llama::TRAM2::RAG::tram2_15__s104::T1083,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s104::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s104::T1083,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s104::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s104::T1083,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s110::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s110::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s111::T1021.001,e5_phi35::TRAM2::RAG::tram2_15__s111::T1021.001,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_15__s111::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s111::T1021.001,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG::tram2_15__s111::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s111::T1021.001,e5_phi35,gteqwen_mistral,v5.0
e5_mistral::TRAM2::RAG::tram2_15__s111::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s111::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s111::T1078,gteqwen_phi35::TRAM2::RAG::tram2_15__s111::T1078,e5_mistral,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_15__s111::T1078,gteqwen_phi35::TRAM2::RAG::tram2_15__s111::T1078,gteqwen_mistral,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_15__s118::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s118::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s139::T1071.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s139::T1071.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s14::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s14::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s14::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s14::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s14::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s14::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s145::T1083,gteqwen_llama::TRAM2::RAG::tram2_15__s145::T1083,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s145::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s145::T1083,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s145::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s145::T1083,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s150::T1033,gteqwen_mistral::TRAM2::RAG::tram2_15__s150::T1033,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s16::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s16::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s161::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s161::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s161::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s161::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s161::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s161::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s163::T1543.003,gteqwen_mistral::TRAM2::RAG::tram2_15__s163::T1543.003,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s177::T1057,gteqwen_llama::TRAM2::RAG::tram2_15__s177::T1057,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s177::T1057,gteqwen_mistral::TRAM2::RAG::tram2_15__s177::T1057,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s177::T1057,gteqwen_mistral::TRAM2::RAG::tram2_15__s177::T1057,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s18::T1021.001,e5_phi35::TRAM2::RAG::tram2_15__s18::T1021.001,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_15__s18::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s18::T1021.001,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG::tram2_15__s18::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s18::T1021.001,e5_phi35,gteqwen_mistral,v5.0
e5_mistral::TRAM2::RAG::tram2_15__s188::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s188::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s190::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s190::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s191::T1219,gteqwen_mistral::TRAM2::RAG::tram2_15__s191::T1219,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_llama::TRAM2::RAG::tram2_15__s196::T1036.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_phi35::TRAM2::RAG::tram2_15__s196::T1036.005,e5_mistral,gteqwen_phi35,v6.0
gteqwen_llama::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_llama,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_phi35::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_llama,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_phi35::TRAM2::RAG::tram2_15__s196::T1036.005,gteqwen_mistral,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_15__s200::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s200::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s207::T1003.001,gteqwen_llama::TRAM2::RAG::tram2_15__s207::T1003.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s21::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s21::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s213::T1027,gteqwen_mistral::TRAM2::RAG::tram2_15__s213::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s213::T1140,gteqwen_mistral::TRAM2::RAG::tram2_15__s213::T1140,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s218::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s218::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s218::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s218::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s218::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s218::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s219::T1003.001,gteqwen_phi35::TRAM2::RAG::tram2_15__s219::T1003.001,e5_mistral,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_15__s220::T1027,gteqwen_mistral::TRAM2::RAG::tram2_15__s220::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s220::T1140,gteqwen_mistral::TRAM2::RAG::tram2_15__s220::T1140,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s227::T1005,gteqwen_mistral::TRAM2::RAG::tram2_15__s227::T1005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s227::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s227::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s236::T1003.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s236::T1003.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s24::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s24::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s240::T1021.001,gteqwen_llama::TRAM2::RAG::tram2_15__s240::T1021.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s240::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s240::T1021.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s240::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s240::T1021.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s249::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s249::T1078,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s35::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s35::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s35::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s35::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s35::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s35::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s38::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s38::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s38::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s38::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s38::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s38::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s40::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s40::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s40::T1105,gteqwen_mistral::TRAM2::RAG::tram2_15__s40::T1105,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s43::T1021.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s43::T1021.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s47::T1070.004,gteqwen_llama::TRAM2::RAG::tram2_15__s47::T1070.004,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s47::T1070.004,gteqwen_mistral::TRAM2::RAG::tram2_15__s47::T1070.004,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s47::T1070.004,gteqwen_mistral::TRAM2::RAG::tram2_15__s47::T1070.004,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s50::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s50::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s50::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s50::T1078,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s50::T1078,gteqwen_mistral::TRAM2::RAG::tram2_15__s50::T1078,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s55::T1078,gteqwen_llama::TRAM2::RAG::tram2_15__s55::T1078,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s62::T1083,gteqwen_llama::TRAM2::RAG::tram2_15__s62::T1083,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s62::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s62::T1083,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s62::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s62::T1083,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s67::T1033,gteqwen_mistral::TRAM2::RAG::tram2_15__s67::T1033,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s70::T1036.005,gteqwen_llama::TRAM2::RAG::tram2_15__s70::T1036.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s70::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s70::T1036.005,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s70::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s70::T1036.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s72::T1041,gteqwen_mistral::TRAM2::RAG::tram2_15__s72::T1041,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s72::T1071.001,gteqwen_mistral::TRAM2::RAG::tram2_15__s72::T1071.001,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s80::T1036.005,gteqwen_llama::TRAM2::RAG::tram2_15__s80::T1036.005,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s80::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s80::T1036.005,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s80::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s80::T1036.005,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s87::T1036.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s87::T1036.005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s87::T1053.005,gteqwen_mistral::TRAM2::RAG::tram2_15__s87::T1053.005,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s92::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s92::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s93::T1083,gteqwen_llama::TRAM2::RAG::tram2_15__s93::T1083,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_15__s93::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s93::T1083,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_15__s93::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s93::T1083,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s94::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s94::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s97::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s97::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_15__s99::T1083,gteqwen_mistral::TRAM2::RAG::tram2_15__s99::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s11::T1574.002,gteqwen_llama::TRAM2::RAG::tram2_16__s11::T1574.002,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s11::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_16__s11::T1574.002,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s11::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_16__s11::T1574.002,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s13::T1140,gteqwen_mistral::TRAM2::RAG::tram2_16__s13::T1140,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s15::T1082,gteqwen_mistral::TRAM2::RAG::tram2_16__s15::T1082,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s23::T1218.011,gteqwen_mistral::TRAM2::RAG::tram2_16__s23::T1218.011,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s23::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_16__s23::T1574.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s29::T1573.001,gteqwen_llama::TRAM2::RAG::tram2_16__s29::T1573.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s29::T1573.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s29::T1573.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s29::T1573.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s29::T1573.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s33::T1140,gteqwen_llama::TRAM2::RAG::tram2_16__s33::T1140,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s33::T1140,gteqwen_mistral::TRAM2::RAG::tram2_16__s33::T1140,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s33::T1140,gteqwen_mistral::TRAM2::RAG::tram2_16__s33::T1140,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s34::T1003.001,e5_phi35::TRAM2::RAG::tram2_16__s34::T1003.001,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_16__s34::T1003.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s34::T1003.001,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG::tram2_16__s34::T1003.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s34::T1003.001,e5_phi35,gteqwen_mistral,v5.0
e5_mistral::TRAM2::RAG::tram2_16__s36::T1027,gteqwen_mistral::TRAM2::RAG::tram2_16__s36::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s44::T1082,gteqwen_mistral::TRAM2::RAG::tram2_16__s44::T1082,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s54::T1083,e5_phi35::TRAM2::RAG::tram2_16__s54::T1083,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_16__s54::T1083,gteqwen_mistral::TRAM2::RAG::tram2_16__s54::T1083,e5_mistral,gteqwen_mistral,v3.0
e5_phi35::TRAM2::RAG::tram2_16__s54::T1083,gteqwen_mistral::TRAM2::RAG::tram2_16__s54::T1083,e5_phi35,gteqwen_mistral,v5.0
e5_mistral::TRAM2::RAG::tram2_16__s57::T1072,gteqwen_mistral::TRAM2::RAG::tram2_16__s57::T1072,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s69::T1562.001,gteqwen_llama::TRAM2::RAG::tram2_16__s69::T1562.001,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s69::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s69::T1562.001,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s69::T1562.001,gteqwen_mistral::TRAM2::RAG::tram2_16__s69::T1562.001,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s75::T1106,gteqwen_llama::TRAM2::RAG::tram2_16__s75::T1106,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s75::T1106,gteqwen_mistral::TRAM2::RAG::tram2_16__s75::T1106,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s75::T1106,gteqwen_mistral::TRAM2::RAG::tram2_16__s75::T1106,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s75::T1204.002,gteqwen_mistral::TRAM2::RAG::tram2_16__s75::T1204.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s76::T1027,gteqwen_llama::TRAM2::RAG::tram2_16__s76::T1027,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_16__s76::T1027,gteqwen_mistral::TRAM2::RAG::tram2_16__s76::T1027,e5_mistral,gteqwen_mistral,v3.0
gteqwen_llama::TRAM2::RAG::tram2_16__s76::T1027,gteqwen_mistral::TRAM2::RAG::tram2_16__s76::T1027,gteqwen_llama,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_16__s76::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_16__s76::T1574.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,e5_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,e5_mistral,e5_phi35,v5.0
e5_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,e5_mistral,gteqwen_phi35,v6.0
e5_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,e5_phi35,gteqwen_mistral,v5.0
e5_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,e5_phi35,gteqwen_phi35,v6.0
gteqwen_mistral::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_phi35::TRAM2::RAG::tram2_17__s19::T1574.002,gteqwen_mistral,gteqwen_phi35,v6.0
e5_mistral::TRAM2::RAG::tram2_17__s22::T1140,gteqwen_mistral::TRAM2::RAG::tram2_17__s22::T1140,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_17__s23::T1027,gteqwen_mistral::TRAM2::RAG::tram2_17__s23::T1027,e5_mistral,gteqwen_mistral,v3.0
e5_mistral::TRAM2::RAG::tram2_17__s29::T1574.002,gteqwen_llama::TRAM2::RAG::tram2_17__s29::T1574.002,e5_mistral,gteqwen_llama,v2.0
e5_mistral::TRAM2::RAG::tram2_17__s29::T1574.002,gteqwen_mistral::TRAM2::RAG::tram2_17__s29::T1574.002,e5_mistral,gteqwen_mistral,v3.0
